,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_OF_BUILDING,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others
1350,0,1473,80,2,2,4,0,1,2,1,3,8352000,10,0,1,0
1351,0,1699,10,2,2,4,3,1,0,0,1,11423750,9,1,0,0
1352,2,1026,5,1,1,3,4,0,0,2,5,10120070,19,0,0,1
1353,5,1570,68,1,1,4,2,0,1,0,3,10738110,33,0,0,1
1354,4,1479,199,2,1,4,1,0,3,2,3,8495640,22,0,1,0
1355,4,2380,20,4,2,6,3,0,2,2,3,12341040,22,0,0,1
1356,2,704,52,1,1,2,0,0,3,2,3,6248450,39,0,1,0
1357,4,1325,139,1,1,3,3,1,2,1,3,8477500,25,0,1,0
1358,3,1558,49,2,1,4,1,0,3,1,3,12564350,55,1,0,0
1359,2,1133,64,1,1,3,0,1,3,0,3,9304960,5,0,0,1
1360,4,1866,86,3,2,5,4,0,3,2,4,10822220,21,0,1,0
1361,1,936,106,1,1,3,3,1,0,1,3,9038260,24,0,0,1
1362,3,1657,187,2,1,4,3,0,3,0,0,10849950,50,1,0,0
1363,2,904,36,1,1,3,1,0,3,0,5,8452080,12,0,0,1
1364,2,924,183,1,1,3,4,1,0,2,5,13485100,30,1,0,0
1365,4,2031,74,3,2,5,4,1,1,1,3,11878140,16,0,0,1
1366,3,1945,63,3,2,5,1,1,0,2,3,10961920,16,0,1,0
1367,2,1297,170,2,1,4,1,0,2,2,5,10088450,39,0,1,0
1368,4,2179,132,3,2,5,2,1,3,1,4,17858980,29,1,0,0
1369,2,996,191,1,1,3,1,1,0,2,4,9135400,28,0,1,0
1370,2,969,176,1,1,3,1,0,1,1,5,8646380,39,0,0,1
1371,3,1506,180,2,1,4,4,0,2,2,1,8576110,23,0,0,1
1372,2,1095,52,1,1,3,0,0,3,2,3,8367250,19,0,1,0
1373,4,1329,44,1,1,3,2,1,3,1,4,9840760,19,0,0,1
1374,0,1130,130,1,1,3,0,1,2,2,3,8461500,5,0,0,1
1375,0,1299,141,1,1,3,3,0,3,1,4,10651250,35,1,0,0
1376,0,514,79,1,1,2,4,0,3,0,1,3093500,38,0,1,0
1377,4,1738,178,2,1,4,4,0,3,2,4,10646500,5,0,1,0
1378,6,1782,168,1,1,4,1,0,2,2,3,12105050,20,0,1,0
1379,0,749,132,1,1,2,2,1,2,0,3,5325000,46,0,1,0
1380,2,1267,5,2,1,4,0,1,2,0,4,9396600,24,0,1,0
1381,0,694,32,1,1,2,4,0,1,2,2,6936250,35,1,0,0
1382,1,1175,69,1,1,3,3,1,0,1,4,10732635,29,0,0,1
1383,5,1846,62,2,1,5,4,0,2,1,4,20244990,42,1,0,0
1384,4,1428,17,2,1,4,1,1,1,1,3,12964940,7,1,0,0
1385,1,824,46,1,1,3,1,1,3,1,2,7881135,29,0,0,1
1386,3,1637,157,2,1,4,1,1,2,2,1,13460460,38,1,0,0
1387,4,2189,144,3,2,5,4,1,3,2,4,13791820,12,0,0,1
1388,1,1128,123,1,1,3,0,1,3,0,5,9662810,34,0,1,0
1389,0,1213,22,1,1,3,3,0,1,1,4,6918250,33,0,1,0
1390,3,1984,138,3,2,5,2,1,1,2,1,15679400,35,1,0,0
1391,1,680,126,1,1,2,4,1,0,1,0,8588630,22,1,0,0
1392,3,1508,54,2,1,4,0,0,0,1,2,6890790,47,0,1,0
1393,5,2000,102,2,1,5,1,0,0,1,4,20926890,42,1,0,0
1394,5,1538,187,1,1,4,1,1,3,2,5,19964360,13,1,0,0
1395,6,1723,19,1,1,4,4,1,2,0,4,12565070,36,0,1,0
1396,2,1161,58,1,1,3,1,1,0,1,5,10586920,33,0,0,1
1397,3,1676,34,2,1,4,0,1,3,2,0,9089160,28,0,0,1
1398,6,1749,4,1,1,4,1,0,1,1,3,11351890,17,0,1,0
1399,4,2199,200,3,2,5,0,1,2,2,5,12761560,18,0,1,0
1400,2,1101,30,1,1,3,1,0,0,2,5,8982400,40,0,1,0
1401,1,1240,5,2,2,4,0,1,1,1,3,10636820,8,0,0,1
1402,1,1266,7,2,2,4,1,0,2,2,0,8122870,38,0,0,1
1403,2,1021,159,1,1,3,2,1,1,1,3,9315520,9,0,0,1
1404,3,1713,72,2,1,4,3,1,2,1,0,7897470,36,0,1,0
1405,3,1563,158,2,1,4,0,0,3,0,0,5613270,36,0,1,0
1406,2,889,133,1,1,3,1,0,1,2,5,12146250,15,1,0,0
1407,3,1925,17,3,2,5,4,1,2,2,1,11055190,27,0,0,1
1408,4,1791,107,3,2,5,4,0,2,2,4,10434260,23,0,1,0
1409,2,910,178,1,1,3,3,1,1,1,5,9186250,23,0,1,0
1410,4,2450,78,4,2,6,3,0,1,2,3,11638240,12,0,1,0
1411,4,1763,155,2,1,4,1,1,3,1,3,10388400,27,0,0,1
1412,2,1170,5,1,1,3,2,0,3,1,3,12448500,38,1,0,0
1413,1,1294,26,2,2,4,0,1,1,2,3,10383300,20,0,1,0
1414,4,1386,101,2,1,4,0,1,1,1,5,13800700,5,1,0,0
1415,0,1506,156,2,2,4,4,1,0,0,1,6450250,35,0,1,0
1416,5,1830,33,2,1,5,2,0,1,2,5,20787310,43,1,0,0
1417,2,744,112,1,1,2,2,1,0,0,3,6481200,28,0,1,0
1418,2,1298,75,2,1,4,0,1,1,0,4,9719400,4,0,1,0
1419,5,1615,181,1,1,4,2,0,0,0,3,9845950,30,0,1,0
1420,4,1964,35,3,2,5,1,0,2,1,4,10084580,19,0,1,0
1421,2,812,21,1,1,3,3,0,3,0,4,7226100,10,0,1,0
1422,1,1270,70,2,2,4,4,1,2,1,1,14569565,11,1,0,0
1423,0,1045,59,1,1,3,3,0,1,0,0,3574750,35,0,1,0
1424,2,1093,51,1,1,3,2,0,2,0,5,8750400,12,0,1,0
1425,2,934,29,1,1,3,1,0,2,0,3,7151680,14,0,0,1
1426,3,1617,171,2,1,4,1,0,2,0,5,8528890,42,0,1,0
1427,3,1994,87,3,2,5,3,0,1,0,2,8376880,29,0,1,0
1428,3,1759,8,2,1,4,4,1,2,2,5,11978830,29,0,1,0
1429,4,1968,126,3,2,5,2,1,1,2,5,13053180,11,0,0,1
1430,0,785,103,1,1,2,1,0,1,0,2,4146875,32,0,0,1
1431,3,1956,11,3,2,5,2,0,2,1,1,9566290,17,0,0,1
1432,0,1042,27,1,1,3,1,0,1,2,1,5998500,5,0,0,1
1433,5,1566,21,1,1,4,1,0,2,0,4,11470100,26,0,0,1
1434,4,1380,167,2,1,4,1,0,3,2,3,12076560,28,1,0,0
1435,0,1047,52,1,1,3,2,1,3,2,2,6794000,50,0,1,0
1436,2,975,80,1,1,3,1,0,2,1,4,8074850,11,0,1,0
1437,2,1036,152,1,1,3,3,0,2,0,5,8313550,17,0,1,0
1438,5,1960,56,2,1,5,0,0,2,1,3,12976220,36,0,0,1
1439,4,2438,153,4,2,6,3,0,2,1,4,11871500,5,0,1,0
1440,6,1752,163,1,1,4,3,0,2,0,3,11987190,24,0,0,1
1441,2,1272,192,2,1,4,2,0,0,1,3,9065140,26,0,0,1
1442,1,784,17,1,1,2,4,0,2,2,5,9044045,23,0,1,0
1443,4,2461,184,4,2,6,0,0,2,2,4,12712980,28,0,0,1
1444,2,911,98,1,1,3,0,0,3,1,5,11507600,28,1,0,0
1445,4,2330,1,4,2,6,3,1,1,2,5,19768320,16,1,0,0
1446,3,1673,86,2,1,4,4,0,0,0,4,8483250,44,0,1,0
1447,2,1171,10,1,1,3,4,0,3,0,5,14035050,7,1,0,0
1448,3,1966,60,3,2,5,2,0,1,2,1,9343170,6,0,1,0
1449,0,850,125,1,1,2,1,1,3,2,0,7039250,47,1,0,0
1450,5,1622,37,1,1,4,3,0,2,2,3,11308830,24,0,1,0
1451,3,1938,5,3,2,5,4,0,3,2,5,11554330,34,0,1,0
1452,5,1867,138,2,1,5,1,1,2,1,4,13507780,24,0,1,0
1453,1,791,72,1,1,2,4,1,1,0,0,6387040,16,0,0,1
1454,5,1958,82,2,1,5,1,0,2,0,3,19801690,22,1,0,0
1455,5,1601,108,1,1,4,2,0,2,2,4,12646540,38,0,0,1
1456,0,1617,160,2,2,4,4,1,1,2,5,14486250,35,1,0,0
1457,2,1015,105,1,1,3,3,0,1,1,4,11677750,37,1,0,0
1458,6,1572,111,1,1,4,0,1,0,2,4,12274630,29,0,1,0
1459,6,1924,139,2,1,5,1,0,3,1,4,13780460,32,0,0,1
1460,6,1848,33,2,1,5,4,0,0,1,5,14772160,16,0,0,1
1461,2,1238,34,2,1,4,0,1,1,2,3,10064150,5,0,1,0
1462,6,1556,188,1,1,4,3,1,1,0,5,12215170,26,0,1,0
1463,5,1543,97,1,1,4,3,1,1,0,4,18080410,13,1,0,0
1464,5,1534,7,1,1,4,2,0,1,1,4,17311570,26,1,0,0
1465,4,1635,46,2,1,4,0,0,1,1,4,8908220,11,0,1,0
1466,4,1450,120,2,1,4,1,1,1,2,4,10613220,11,0,0,1
1467,2,1117,152,1,1,3,1,0,3,1,3,8282640,37,0,0,1
1468,2,953,18,1,1,3,0,1,1,0,4,8050150,21,0,1,0
1469,2,742,7,1,1,2,1,1,1,0,4,7439700,14,0,1,0
1470,0,820,63,1,1,2,1,1,0,0,2,5435750,5,0,1,0
1471,5,1895,194,2,1,5,1,1,1,2,4,13770420,31,0,1,0
1472,5,1717,199,1,1,4,1,1,1,1,5,20330350,30,1,0,0
1473,2,790,166,1,1,2,4,1,2,2,3,8664000,34,0,0,1
1474,3,1885,156,3,2,5,4,1,1,1,4,16410600,55,1,0,0
1475,3,1749,181,2,1,4,3,1,3,1,5,12403030,9,0,0,1
1476,0,734,151,1,1,2,4,0,1,2,4,6702250,19,0,1,0
1477,0,1624,3,2,2,4,3,0,2,0,0,5383250,23,0,1,0
1478,1,953,63,1,1,3,0,1,1,1,2,8233645,23,0,0,1
1479,2,967,158,1,1,3,0,1,0,1,3,8249290,34,0,0,1
1480,2,961,15,1,1,3,4,0,1,2,4,8720250,19,0,1,0
1481,0,1034,73,1,1,3,2,1,1,0,2,6117000,27,0,0,1
1482,3,1940,89,3,2,5,1,0,0,1,5,10771580,9,0,1,0
1483,2,753,150,1,1,2,1,0,0,2,3,9264900,38,1,0,0
1484,0,755,76,1,1,2,4,0,1,1,2,6789000,28,1,0,0
1485,5,1971,72,2,1,5,4,0,0,0,5,21266520,41,1,0,0
1486,2,1026,29,1,1,3,4,1,3,1,3,12798800,32,1,0,0
1487,0,1375,151,2,2,4,2,0,1,1,0,5643625,26,0,0,1
1488,0,728,97,1,1,2,4,0,1,0,0,2939750,33,0,1,0
1489,5,1807,70,2,1,5,4,0,0,0,4,13003580,26,0,0,1
1490,0,1333,31,2,2,4,0,0,1,0,3,9718500,6,1,0,0
1491,2,1093,142,1,1,3,2,1,3,1,4,9491150,25,0,1,0
1492,1,1191,152,1,1,3,0,0,1,1,1,7741945,23,0,0,1
1493,6,1984,156,2,1,5,4,1,3,2,4,16766120,5,0,0,1
1494,0,888,9,1,1,2,3,1,1,2,2,6422750,33,0,1,0
1495,2,1100,102,1,1,3,2,1,2,2,5,14826000,24,1,0,0
1496,2,1294,90,2,1,4,2,1,2,2,3,15199400,20,1,0,0
1497,3,1904,89,3,2,5,4,0,0,1,3,10058510,53,0,0,1
1498,0,1045,34,1,1,3,1,1,0,1,5,8563875,18,0,0,1
1499,0,1253,200,1,1,3,0,0,1,1,2,6036750,7,0,1,0
1500,4,1472,138,2,1,4,2,0,2,2,4,13185700,25,1,0,0
1501,5,1765,97,1,1,4,1,0,3,2,5,20325440,37,1,0,0
1502,6,1634,65,1,1,4,2,1,1,2,5,13427670,31,0,1,0
1503,4,1823,52,3,2,5,1,1,3,2,4,16142300,25,1,0,0
1504,4,2404,71,4,2,6,0,1,3,1,4,13526040,8,0,0,1
1505,2,985,2,1,1,3,4,0,3,2,5,9573450,27,0,1,0
1506,2,826,116,1,1,3,1,1,3,1,5,9140400,20,0,1,0
1507,2,705,110,1,1,2,4,0,3,1,4,7495700,18,0,1,0
1508,2,987,9,1,1,3,0,0,2,0,4,7415850,11,0,1,0
1509,4,1625,100,2,1,4,4,1,1,1,3,10232060,28,0,0,1
1510,3,1729,56,2,1,4,0,1,3,0,0,7485650,15,0,1,0
1511,5,1791,165,1,1,4,2,1,1,1,3,20234860,8,1,0,0
1512,2,1019,16,1,1,3,3,1,3,2,4,10315780,21,0,0,1
1513,2,1212,43,2,1,4,3,0,2,0,3,12383200,28,1,0,0
1514,1,1234,129,2,2,4,3,0,3,0,0,7415240,16,0,0,1
1515,0,850,114,1,1,2,3,0,0,0,0,3561750,8,0,0,1
1516,1,662,138,1,1,2,4,1,1,2,0,8848105,27,1,0,0
1517,0,1555,113,2,2,4,3,0,2,0,0,8745500,38,1,0,0
1518,5,1711,7,1,1,4,1,1,0,0,3,11216030,29,0,1,0
1519,2,1064,68,1,1,3,2,1,3,0,5,13216400,36,1,0,0
1520,2,816,123,1,1,3,3,1,2,0,5,8227800,32,0,1,0
1521,1,1252,15,2,2,4,1,1,0,0,2,8529780,12,0,1,0
1522,3,1917,200,3,2,5,2,0,0,0,2,8027460,28,0,1,0
1523,2,1013,63,1,1,3,2,1,3,2,5,10431150,17,0,1,0
1524,2,1080,4,1,1,3,1,0,1,0,5,8319100,14,0,1,0
1525,0,627,154,1,1,2,4,0,1,0,5,6231125,10,0,0,1
1526,2,1058,200,1,1,3,0,1,0,1,3,12197050,27,1,0,0
1527,2,951,117,1,1,3,0,0,1,2,4,11621350,25,1,0,0
1528,5,1823,45,2,1,5,4,0,3,1,3,13450260,21,0,0,1
1529,0,575,86,1,1,2,1,0,3,2,0,3975250,9,0,1,0
1530,2,737,93,1,1,2,2,1,2,0,3,9455450,27,1,0,0
1531,1,706,23,1,1,2,2,0,0,1,0,5054675,25,0,0,1
1532,0,1109,7,1,1,3,3,0,2,2,0,5205500,24,0,1,0
1533,2,1211,170,2,1,4,4,0,0,2,3,9212250,11,0,1,0
1534,0,1450,114,2,2,4,3,0,2,2,2,6890250,39,0,1,0
1535,1,1277,48,2,2,4,0,0,0,2,2,13606320,28,1,0,0
1536,6,1568,120,1,1,4,4,0,3,2,3,12802880,17,0,0,1
1537,1,995,16,1,1,3,2,0,3,2,3,12171985,39,1,0,0
1538,0,1304,80,1,1,3,2,1,1,1,1,6721500,38,0,0,1
1539,0,561,115,1,1,2,1,0,3,2,2,4703750,34,0,1,0
1540,0,831,63,1,1,2,4,0,1,2,3,6083250,33,0,1,0
1541,5,1811,143,2,1,5,1,1,1,2,4,13510040,27,0,1,0
1542,4,1563,122,2,1,4,2,0,1,1,5,13840180,19,1,0,0
1543,2,1107,36,1,1,3,0,0,2,2,4,13282450,7,1,0,0
1544,2,910,10,1,1,3,0,0,0,2,4,7847750,21,0,1,0
1545,6,1512,163,1,1,4,0,1,3,1,4,18531240,7,1,0,0
1546,2,1061,141,1,1,3,4,1,1,1,5,10485020,35,0,0,1
1547,3,1851,100,3,2,5,0,0,0,1,5,11144770,16,0,0,1
1548,5,1655,157,1,1,4,2,1,1,2,5,20586630,24,1,0,0
1549,0,895,44,1,1,3,4,0,0,2,2,5437500,48,0,1,0
1550,0,1192,146,1,1,3,4,0,0,1,5,8629750,8,0,0,1
1551,3,1670,197,2,1,4,0,0,1,0,3,8147530,39,0,0,1
1552,5,1532,153,1,1,4,3,0,3,1,4,11301300,25,0,1,0
1553,3,1896,188,3,2,5,1,0,3,0,3,9911860,13,0,0,1
1554,0,1296,166,1,1,3,0,1,3,0,1,6537250,11,0,0,1
1555,4,2045,161,3,2,5,1,1,1,1,4,16957260,13,1,0,0
1556,1,722,22,1,1,2,0,0,2,1,1,5310935,9,0,1,0
1557,1,637,197,1,1,2,0,1,3,1,4,10576965,11,1,0,0
1558,3,1519,109,2,1,4,0,1,3,0,3,12682380,44,1,0,0
1559,0,1107,41,1,1,3,2,0,1,2,0,4462000,46,0,1,0
1560,5,1788,113,1,1,4,0,1,3,1,5,13581650,25,0,1,0
1561,0,923,75,1,1,3,1,1,1,1,0,7346750,13,1,0,0
1562,2,1261,181,2,1,4,4,1,2,1,3,9822750,21,0,1,0
1563,6,1773,182,1,1,4,3,0,1,2,5,14101250,33,0,0,1
1564,2,1104,124,1,1,3,0,1,3,1,3,9718230,5,0,0,1
1565,2,883,31,1,1,3,4,0,2,0,5,7781350,37,0,1,0
1566,0,1639,7,2,2,4,4,1,2,0,3,8793625,38,0,0,1
1567,0,910,190,1,1,3,4,0,3,1,2,5602750,50,0,0,1
1568,0,1572,152,2,2,4,4,1,2,0,0,6714500,48,0,0,1
1569,4,1854,139,3,2,5,0,1,2,1,3,10948060,9,0,0,1
1570,0,1219,27,1,1,3,1,1,2,0,1,5943875,35,0,0,1
1571,1,1033,18,1,1,3,1,1,1,1,2,8023795,33,0,1,0
1572,1,861,153,1,1,3,4,1,0,1,1,7587075,5,0,1,0
1573,2,963,170,1,1,3,1,1,2,1,3,7944000,36,0,1,0
1574,3,1537,71,2,1,4,1,0,3,2,0,7468400,45,0,0,1
1575,0,1579,118,2,2,4,1,0,3,1,0,9343500,46,1,0,0
1576,6,1925,35,2,1,5,0,1,0,1,3,12688340,27,0,1,0
1577,0,1584,86,2,2,4,2,0,1,0,2,10495250,11,1,0,0
1578,6,1829,31,2,1,5,1,1,2,1,5,14229060,8,0,1,0
1579,3,1761,5,2,1,4,2,0,2,0,0,11360310,52,1,0,0
1580,0,1204,150,1,1,3,2,1,2,0,3,7452250,21,0,0,1
1581,2,1165,108,1,1,3,0,0,2,0,5,8196250,39,0,1,0
1582,2,1109,48,1,1,3,4,0,0,1,4,8713900,18,0,1,0
1583,2,818,66,1,1,3,4,1,3,1,3,11752250,7,1,0,0
1584,6,1600,153,1,1,4,0,0,0,2,5,12213120,11,0,1,0
1585,0,1170,160,1,1,3,4,0,2,1,5,8322500,29,0,0,1
1586,2,1288,78,2,1,4,1,0,1,0,5,8935000,28,0,1,0
1587,5,1598,104,1,1,4,1,1,2,2,5,13358600,25,0,1,0
1588,2,722,142,1,1,2,1,0,3,1,3,6494240,34,0,0,1
1589,2,798,172,1,1,2,0,0,3,0,4,6486150,25,0,1,0
1590,0,933,15,1,1,3,3,1,3,2,1,8745000,20,1,0,0
1591,2,1086,124,1,1,3,4,1,0,1,4,14021800,4,1,0,0
1592,4,1952,0,3,2,5,4,0,1,1,3,9671160,28,0,1,0
1593,2,1052,113,1,1,3,0,0,2,1,3,7871490,35,0,0,1
1594,3,1786,22,2,1,4,0,0,1,1,3,14205080,14,1,0,0
1595,0,1652,107,2,2,4,4,0,1,1,0,7014500,8,0,0,1
1596,0,1607,105,2,2,4,0,1,2,1,0,6227250,45,0,1,0
1597,2,1229,20,2,1,4,2,0,3,0,3,7946950,25,0,1,0
1598,6,1902,130,2,1,5,2,0,3,1,3,20181980,29,1,0,0
1599,3,1677,22,2,1,4,3,0,3,2,0,12695370,26,1,0,0
1600,2,979,9,1,1,3,4,1,1,0,4,8959150,9,0,1,0
1601,1,655,25,1,1,2,1,0,0,0,3,7924640,35,1,0,0
1602,2,947,110,1,1,3,1,1,0,1,4,11867800,40,1,0,0
1603,3,1882,179,3,2,5,0,0,0,1,0,12402070,51,1,0,0
1604,2,963,97,1,1,3,0,1,2,0,4,8260400,16,0,1,0
1605,2,1055,7,1,1,3,3,1,1,0,3,12069000,20,1,0,0
1606,0,1390,6,2,2,4,0,0,2,0,2,5940500,39,0,0,1
1607,3,1599,65,2,1,4,4,1,1,0,0,7989570,31,0,0,1
1608,0,1591,184,2,2,4,3,0,0,1,5,8791000,22,0,1,0
1609,0,1265,81,1,1,3,1,1,0,1,2,10027000,24,1,0,0
1610,1,870,5,1,1,3,2,1,3,1,2,11111010,34,1,0,0
1611,1,1122,178,1,1,3,3,1,3,0,1,8599095,13,0,0,1
1612,1,613,172,1,1,2,2,1,1,1,2,6703210,34,0,0,1
1613,3,1670,52,2,1,4,2,1,0,1,0,8153390,12,0,1,0
1614,4,1338,116,2,1,4,3,0,3,2,4,12846980,9,1,0,0
1615,4,1319,129,1,1,3,2,0,2,1,3,7826780,30,0,0,1
1616,4,1710,130,2,1,4,1,1,2,1,5,10978140,7,0,1,0
1617,5,1938,71,2,1,5,0,1,0,0,3,11802180,44,0,1,0
1618,0,1058,39,1,1,3,3,1,2,0,5,8388500,17,0,0,1
1619,2,1251,133,2,1,4,2,0,3,2,4,14239850,35,1,0,0
1620,5,1710,32,1,1,4,0,0,2,2,3,18299980,39,1,0,0
1621,1,617,89,1,1,2,0,0,2,1,1,4917940,36,0,0,1
1622,1,916,107,1,1,3,0,0,3,2,0,6177070,38,0,0,1
1623,2,1027,47,1,1,3,1,0,0,0,5,7671200,36,0,1,0
1624,1,1223,99,2,2,4,0,0,3,0,0,6897450,30,0,0,1
1625,4,1422,113,2,1,4,1,1,1,1,5,13940580,19,1,0,0
1626,2,1081,93,1,1,3,2,1,3,0,3,12370100,26,1,0,0
1627,3,1603,138,2,1,4,2,1,1,2,2,14102650,25,1,0,0
1628,5,1762,3,1,1,4,4,1,2,1,4,14682580,15,0,0,1
1629,1,1219,108,2,2,4,1,0,2,0,2,7400260,24,0,1,0
1630,4,1953,30,3,2,5,2,1,1,1,3,10288980,29,0,1,0
1631,0,1208,198,1,1,3,2,0,1,2,1,6377750,21,0,0,1
1632,0,849,173,1,1,2,0,1,1,1,0,6312750,37,1,0,0
1633,0,522,95,1,1,2,2,0,3,2,1,4362750,17,0,1,0
1634,0,1610,195,2,2,4,0,0,2,2,4,12520250,31,1,0,0
1635,4,1945,72,3,2,5,2,1,2,2,3,10834460,23,0,1,0
1636,1,884,161,1,1,3,3,1,1,0,5,9426345,23,0,0,1
1637,0,668,43,1,1,2,0,0,3,2,3,5232500,50,0,1,0
1638,0,740,150,1,1,2,2,0,3,1,3,5283000,32,0,1,0
1639,1,1158,188,1,1,3,1,1,2,2,3,10416480,32,0,0,1
1640,3,1840,21,3,2,5,4,1,3,2,2,15715370,46,1,0,0
1641,2,829,18,1,1,3,3,1,1,2,5,9179950,33,0,1,0
1642,5,1650,22,1,1,4,2,0,2,0,3,17115030,29,1,0,0
1643,5,1663,64,1,1,4,0,0,1,2,4,12869560,21,0,0,1
1644,3,1913,164,3,2,5,0,0,1,0,0,7030720,16,0,1,0
1645,3,1963,195,3,2,5,2,0,1,1,1,8636980,9,0,1,0
1646,6,1806,48,2,1,5,4,0,1,1,5,14638800,21,0,0,1
1647,3,1630,78,2,1,4,0,0,3,2,0,7279480,24,0,1,0
1648,0,1016,69,1,1,3,2,0,1,2,0,4473750,33,0,1,0
1649,6,1823,0,2,1,5,0,1,0,0,5,20527770,26,1,0,0
1650,2,1185,92,1,1,3,4,0,3,0,3,12387700,30,1,0,0
1651,0,1478,71,2,2,4,3,0,0,0,0,4458750,49,0,1,0
1652,2,875,176,1,1,3,0,1,0,2,4,8537500,26,0,1,0
1653,4,2087,31,3,2,5,0,1,3,2,3,11552700,5,0,1,0
1654,5,1970,180,2,1,5,0,1,0,1,4,13703500,10,0,1,0
1655,3,1645,35,2,1,4,0,1,2,0,3,13920600,10,1,0,0
1656,6,1856,76,2,1,5,3,0,2,1,3,19550620,41,1,0,0
1657,3,1782,110,2,1,4,4,1,2,2,3,16068640,32,1,0,0
1658,0,1465,192,2,2,4,2,1,3,1,0,6397000,34,0,1,0
1659,4,2439,162,4,2,6,0,0,2,2,3,11119720,26,0,1,0
1660,4,1693,119,2,1,4,2,0,3,2,5,11431660,10,0,0,1
1661,5,1737,174,1,1,4,4,0,2,1,3,12793250,21,0,0,1
1662,0,1111,91,1,1,3,0,1,3,2,5,8631250,41,0,1,0
1663,4,2485,50,4,2,6,3,0,3,1,4,18984160,8,1,0,0
1664,3,1568,110,2,1,4,4,1,2,2,5,12415670,11,0,0,1
1665,0,512,4,1,1,2,1,0,2,2,1,5244500,26,1,0,0
1666,2,958,51,1,1,3,2,0,3,0,3,10720550,9,1,0,0
1667,6,1565,35,1,1,4,2,1,1,2,5,19685020,31,1,0,0
1668,4,1706,67,2,1,4,2,1,2,1,3,14400140,27,1,0,0
1669,3,1616,33,2,1,4,3,1,1,1,5,10094160,53,0,1,0
1670,5,1531,35,1,1,4,2,0,1,1,4,17480550,20,1,0,0
1671,5,1636,5,1,1,4,2,1,1,2,3,13380530,20,0,0,1
1672,4,1997,58,3,2,5,4,1,1,1,3,16469500,15,1,0,0
1673,2,915,125,1,1,3,0,1,2,1,3,8133300,37,0,0,1
1674,1,1046,138,1,1,3,3,0,1,0,2,10760220,28,1,0,0
1675,4,1465,11,2,1,4,4,0,1,2,5,10148180,9,0,1,0
1676,4,1399,184,2,1,4,0,1,2,2,5,10695340,28,0,0,1
1677,2,1126,96,1,1,3,1,0,0,2,3,8882720,18,0,0,1
1678,0,1368,144,2,2,4,1,0,3,1,3,6774750,37,0,1,0
1679,2,709,156,1,1,2,1,0,2,0,4,6435300,14,0,1,0
1680,6,1550,39,1,1,4,3,0,0,1,4,11109230,19,0,1,0
1681,3,1882,99,3,2,5,0,1,1,1,0,14239220,16,1,0,0
1682,5,1538,62,1,1,4,0,1,1,2,3,11312920,36,0,1,0
1683,3,1881,169,3,2,5,1,0,1,1,3,14495770,41,1,0,0
1684,1,641,168,1,1,2,4,0,2,1,4,9947855,17,1,0,0
1685,5,1912,53,2,1,5,3,0,2,1,3,12364840,17,0,1,0
1686,2,1194,116,1,1,3,0,1,1,2,3,13683650,35,1,0,0
1687,0,1502,114,2,2,4,3,1,0,2,4,9328250,31,0,1,0
1688,5,1649,145,1,1,4,0,0,0,2,4,18803650,10,1,0,0
1689,0,854,118,1,1,2,0,0,3,2,5,7581750,5,0,1,0
1690,4,2388,147,4,2,6,1,1,3,1,3,12014520,6,0,1,0
1691,0,1381,138,2,2,4,4,0,2,2,3,8286250,5,0,1,0
1692,2,838,33,1,1,3,0,1,1,2,5,12194550,37,1,0,0
1693,4,1684,71,2,1,4,2,1,3,1,4,14994840,22,1,0,0
1694,5,1740,36,1,1,4,4,1,2,2,4,13695970,31,0,1,0
1695,6,1918,78,2,1,5,1,1,1,0,4,20747530,44,1,0,0
1696,0,669,154,1,1,2,2,0,1,0,4,5110125,37,0,0,1
1697,2,965,92,1,1,3,3,0,2,2,5,9625300,26,0,0,1
1698,3,1899,91,3,2,5,3,0,1,1,1,8433410,18,0,1,0
1699,3,1553,52,2,1,4,0,0,0,0,2,6766430,19,0,1,0
1700,0,976,90,1,1,3,2,1,1,1,3,6895500,18,0,1,0
1701,5,1628,133,1,1,4,4,0,3,2,4,12651550,10,0,1,0
1702,2,894,117,1,1,3,0,1,3,1,4,9038780,28,0,0,1
1703,5,1734,86,1,1,4,2,0,0,0,3,10497580,24,0,1,0
1704,0,662,140,1,1,2,1,0,3,0,2,5073500,50,1,0,0
1705,1,994,106,1,1,3,3,0,3,2,0,10834880,12,1,0,0
1706,2,1033,4,1,1,3,0,0,1,0,5,11718800,28,1,0,0
1707,0,1462,182,2,2,4,0,0,0,0,0,4361500,29,0,1,0
1708,5,1662,18,1,1,4,3,1,0,0,4,19074830,14,1,0,0
1709,4,1865,103,3,2,5,1,0,3,2,3,9859360,18,0,1,0
1710,0,1042,47,1,1,3,3,1,0,1,0,5265250,38,0,0,1
1711,2,828,116,1,1,3,4,0,1,0,4,7553060,22,0,0,1
1712,2,850,122,1,1,3,3,0,2,1,3,7123750,9,0,1,0
1713,0,1562,8,2,2,4,1,1,2,0,3,11359000,48,1,0,0
1714,4,1425,182,2,1,4,2,1,3,2,3,9762100,5,0,1,0
1715,5,1813,169,2,1,5,0,0,3,0,4,12370550,43,0,0,1
1716,3,1973,91,3,2,5,4,0,2,2,1,8962970,46,0,1,0
